Manager,Fund,Date,Change
Incline Investment Management,Tahoe Fund,2021-04-01,0.0886
Incline Investment Management,Tahoe Fund,2021-05-01,0.0095
Incline Investment Management,Tahoe Fund,2021-06-01,-0.0329
Incline Investment Management,Tahoe Fund,2021-07-01,0.0105
Incline Investment Management,Tahoe Fund,2021-08-01,0.0151
Incline Investment Management,Tahoe Fund,2021-09-01,0.0085
Incline Investment Management,Tahoe Fund,2021-10-01,0.0494
Incline Investment Management,Tahoe Fund,2021-11-01,-0.0837
Incline Investment Management,Tahoe Fund,2021-12-01,0.0033
Incline Investment Management,Tahoe Fund,2022-01-01,-0.0296
Incline Investment Management,Tahoe Fund,2022-02-01,0.0414
Incline Investment Management,Tahoe Fund,2022-03-01,0.1182
Incline Investment Management,Tahoe Fund,2022-04-01,0.0953
Incline Investment Management,Tahoe Fund,2022-05-01,0.0059
Incline Investment Management,Tahoe Fund,2022-06-01,-0.0123
Incline Investment Management,Tahoe Fund,2022-07-01,-0.0717
Incline Investment Management,Tahoe Fund,2022-08-01,0.004
Incline Investment Management,Tahoe Fund,2022-09-01,0.0646
Incline Investment Management,Tahoe Fund,2022-10-01,-0.0168
Incline Investment Management,Tahoe Fund,2022-11-01,-0.0686
Incline Investment Management,Tahoe Fund,2022-12-01,0.0003
Incline Investment Management,Tahoe Fund,2023-01-01,-0.0073
Incline Investment Management,Tahoe Fund,2023-02-01,-0.0002
Incline Investment Management,Tahoe Fund,2023-03-01,-0.0774
Incline Investment Management,Tahoe Fund,2023-04-01,0.0621
Incline Investment Management,Tahoe Fund,2023-05-01,0.0392
